origination_year,loan_age_months,credit_tier,fico_score,vantage_score,payment_history_score,credit_history_length_years,num_open_tradelines,num_hard_inquiries_6mo,num_derog_marks,num_collections,bankruptcy_history,prev_auto_loan_delinquency_count,months_since_last_delinquency,annual_income,monthly_income,employment_type,employment_length_years,num_income_sources,loan_amount,loan_term_months,interest_rate_pct,monthly_payment,down_payment_amount,down_payment_pct,current_balance,vehicle_type,vehicle_condition,vehicle_age_at_origination,vehicle_mileage_at_origination,vehicle_value_at_origination,current_vehicle_value,ltv_ratio_origination,current_ltv_ratio,is_underwater,dti_ratio,total_dti_ratio,payment_to_income_ratio,loan_burden_score,times_30_dpd_last_12mo,times_60_dpd_last_12mo,times_90_dpd_ever,max_days_past_due_ever,consecutive_on_time_payments,payment_ratio_actual_vs_required,lender_type,loan_channel,dealer_markup_rate,has_gap_insurance,has_payment_protection,insurance_lapse_indicator,state,state_unemployment_rate,regional_used_car_price_index,origination_rate_environment,is_delinquent_30dpd,is_delinquent
2017,90,Near Prime,624,636,69.8,3,5,2,3,2,0,3,50.0,69081,5756.75,Retired,0,3,63389,60,10.94,1376.33,2036,0.03,19785.98,SUV,New,0,0,67880,13576,0.934,1.457,1,0.239,0.556,0.239,46.64,0,0,0,30,26,0.869,Fintech,Dealer,0.96,0,1,1,WA,8.2,114.0,7.65,1,1
2023,21,Prime,681,653,90.9,5,7,0,0,2,0,0,,97840,8153.33,Full-time Hourly,1,2,11778,72,9.73,216.6,4095,0.26,9282.14,Electric,Used,11,114444,15750,15750,0.748,0.589,0,0.027,0.047,0.027,26.25,0,0,0,30,4,1.121,Bank,Direct,0.0,0,0,0,GA,5.6,99.9,6.87,1,1
2016,100,Near Prime,637,633,95.8,11,11,1,0,0,0,3,20.0,69241,5770.08,Retired,0,1,11161,60,6.69,219.37,3777,0.27,5047.65,SUV,Used,12,102204,13990,13990,0.798,0.361,0,0.038,0.078,0.038,26.72,0,1,0,0,36,1.061,Credit Union,Direct,0.0,0,0,0,GA,7.9,126.6,6.57,0,0
2024,11,Deep Subprime,527,549,65.7,8,13,1,3,0,0,1,63.0,37272,3106.0,Self-employed,10,1,9730,72,28.83,285.42,3305,0.27,9226.33,Electric,Certified Pre-Owned,12,117804,12244,12244,0.795,0.754,0,0.092,0.26,0.092,37.82,4,2,1,15,2,0.975,Fintech,Online,0.0,1,0,0,CA,4.1,125.7,5.4,1,1
2019,61,Super Prime,766,769,62.3,13,12,4,4,0,0,0,,289947,24162.25,Full-time Salaried,4,1,5880,60,6.14,114.06,468,0.08,2141.18,Sedan,Used,5,63430,5856,4685,1.004,0.457,0,0.005,0.012,0.005,41.63,0,2,0,0,16,0.819,Credit Union,Dealer,1.38,1,0,0,FL,4.7,124.0,5.41,1,1
2017,93,Prime,668,690,84.9,6,11,3,1,0,0,0,,96523,8043.58,Full-time Salaried,13,2,23501,84,13.94,439.63,2133,0.09,11493.89,Luxury,Used,12,111696,23708,23708,0.991,0.485,0,0.055,0.186,0.055,36.46,0,0,0,0,11,1.183,Non-Captive Finance Co.,Online,0.0,0,1,0,NY,6.2,116.0,7.98,1,1
2015,113,Prime,662,676,98.6,27,4,1,0,0,0,1,16.0,73996,6166.33,Retired,0,1,26340,72,4.99,424.08,8625,0.25,12387.07,Truck,Used,2,27276,34500,9079,0.763,1.364,1,0.069,0.185,0.069,26.07,0,0,1,60,23,1.197,Non-Captive Finance Co.,Online,0.0,1,0,0,CA,7.9,107.5,3.19,0,0
2015,111,Prime,687,684,85.9,16,10,3,1,1,0,2,40.0,100928,8410.67,Contract/Gig,0,1,45703,84,10.24,764.4,14906,0.24,17685.15,Truck,New,0,0,62111,12422,0.736,1.424,1,0.091,0.254,0.091,29.95,0,0,0,30,34,0.845,Bank,Dealer,1.06,0,1,0,TX,7.9,111.3,5.4,0,0
2020,58,Prime,686,684,91.6,21,7,0,0,0,0,0,,70954,5912.83,Contract/Gig,0,1,6039,24,3.26,260.26,57,0.01,5259.13,SUV,Used,11,156090,5788,5788,1.043,0.909,0,0.044,0.107,0.044,35.57,3,0,0,120,28,0.989,Bank,Direct,0.0,0,1,1,GA,4.1,109.3,3.4,0,0
2020,52,Super Prime,840,845,88.3,15,7,0,2,0,0,2,45.0,143044,11920.33,Full-time Salaried,3,1,25872,36,5.54,781.7,1816,0.07,15878.35,Luxury,Used,7,70630,25943,25943,0.997,0.612,0,0.066,0.151,0.066,36.06,3,0,0,0,6,0.894,Non-Captive Finance Co.,Direct,0.0,1,0,0,TX,5.4,121.0,3.32,0,0
2022,31,Near Prime,625,632,78.4,13,9,1,3,0,0,0,,56881,4740.08,Full-time Salaried,1,1,40796,24,8.93,1862.44,9922,0.21,28875.96,Truck,New,0,0,47252,35911,0.863,0.804,0,0.393,0.99,0.393,48.09,3,0,0,0,27,1.009,Non-Captive Finance Co.,Direct,0.0,1,0,0,FL,5.2,107.8,4.22,0,0
2021,44,Deep Subprime,574,575,89.2,17,6,1,1,0,0,0,,35071,2922.58,Full-time Hourly,1,1,37114,48,18.68,1103.46,4386,0.11,18935.83,Sedan,New,0,0,39873,21930,0.931,0.863,0,0.378,0.887,0.378,46.29,4,0,0,30,32,1.178,Non-Captive Finance Co.,Online,0.0,1,0,0,NY,3.1,100.1,4.31,0,0
2018,83,Subprime,612,636,89.5,0,17,0,0,1,0,0,,33123,2760.25,Contract/Gig,1,1,32794,60,16.01,797.66,9431,0.22,22348.74,Sedan,New,0,0,42872,8574,0.765,2.607,1,0.289,0.742,0.289,37.66,2,0,0,0,18,1.04,Captive (OEM),Direct,0.0,1,0,0,OH,7.4,106.5,6.27,1,1
2017,90,Super Prime,772,784,93.5,5,17,1,0,1,0,0,,208904,17408.67,Full-time Salaried,2,2,47164,48,7.87,1148.54,7796,0.14,18925.42,Electric,New,0,0,55689,11137,0.847,1.699,1,0.066,0.186,0.066,30.0,1,0,0,0,15,0.897,Credit Union,Dealer,1.82,0,1,0,FL,7.2,115.2,6.85,0,0
2018,77,Deep Subprime,451,475,85.5,9,9,0,1,2,0,0,,31024,2585.33,Full-time Salaried,1,1,6028,60,21.39,164.4,1056,0.15,4197.67,Sedan,Certified Pre-Owned,7,86191,7043,7043,0.856,0.596,0,0.064,0.097,0.064,32.59,1,0,0,0,31,0.794,Captive (OEM),Direct,0.0,0,1,1,MD,6.4,99.5,7.59,0,0
2019,70,Super Prime,801,820,93.1,7,3,0,1,2,0,0,,231865,19322.08,Contract/Gig,1,1,39256,36,10.5,1275.92,735,0.02,12109.81,Truck,New,0,0,36793,14717,1.067,0.823,0,0.066,0.212,0.066,36.72,1,0,2,0,2,0.903,Non-Captive Finance Co.,Dealer,2.39,0,0,0,MI,4.9,107.8,8.02,0,0
2022,25,Subprime,607,616,66.2,6,4,0,0,2,1,1,13.0,47448,3954.0,Full-time Salaried,3,1,48561,36,15.27,1689.81,4363,0.08,15458.79,Truck,Used,1,9890,54538,39664,0.89,0.39,0,0.427,0.99,0.427,53.92,0,0,0,30,25,1.052,Bank,Dealer,1.38,0,0,0,NY,6.8,86.2,6.58,1,1
2021,40,Deep Subprime,358,372,90.0,11,1,0,0,2,0,1,69.0,34942,2911.83,Full-time Hourly,6,1,5000,48,18.15,147.27,1514,0.26,1777.61,Coupe,Used,12,146748,5824,5824,0.859,0.305,0,0.051,0.168,0.051,30.81,1,0,2,120,12,0.854,Captive (OEM),Direct,0.0,0,0,0,TX,7.4,100.8,4.19,1,1
2015,113,Subprime,591,568,73.2,0,17,4,1,2,0,2,60.0,32396,2699.67,Full-time Hourly,6,2,54826,60,10.16,1169.21,9921,0.15,30488.08,SUV,New,0,0,66144,13228,0.829,2.305,1,0.433,0.698,0.433,50.23,1,0,0,0,3,1.013,Non-Captive Finance Co.,Dealer,1.92,0,0,0,CO,8.0,104.2,6.98,1,1
2017,86,Subprime,592,580,97.3,16,12,1,1,0,0,1,43.0,38425,3202.08,Full-time Salaried,5,1,24461,72,12.04,478.73,6867,0.23,15691.44,SUV,Used,3,41529,29860,9790,0.819,1.603,1,0.15,0.235,0.15,31.38,0,0,0,120,28,0.799,Captive (OEM),Dealer,0.13,1,1,0,WA,3.9,86.3,5.03,1,1
2018,76,Prime,693,668,82.6,10,12,4,0,0,0,0,,55276,4606.33,Full-time Salaried,2,1,8739,84,2.04,111.73,162,0.02,7808.33,Coupe,Certified Pre-Owned,12,133944,8112,8112,1.077,0.963,0,0.024,0.049,0.024,38.49,0,2,0,60,13,0.987,Captive (OEM),Dealer,0.69,0,0,0,MO,3.6,131.8,7.47,0,0
2022,33,Prime,717,732,84.7,10,11,0,0,0,1,0,,67843,5653.58,Full-time Hourly,3,1,37204,84,7.77,575.62,2006,0.05,31829.81,SUV,New,0,0,40124,29691,0.927,1.072,1,0.102,0.272,0.102,36.48,0,0,2,0,23,0.93,Captive (OEM),Direct,0.0,1,1,0,CA,4.1,102.2,5.45,0,0
2023,13,Deep Subprime,413,414,72.9,14,7,2,0,3,1,1,67.0,34650,2887.5,Self-employed,4,2,39522,60,24.67,1152.39,8164,0.17,16131.86,Electric,New,0,0,48026,38420,0.823,0.42,0,0.399,0.99,0.399,48.78,0,0,0,90,7,1.021,Bank,Dealer,0.57,1,1,0,WA,8.1,116.1,3.86,1,1
2020,56,Prime,668,674,92.8,9,7,5,0,0,0,0,,75542,6295.17,Retired,0,2,13123,72,8.58,233.82,1999,0.13,5533.73,Electric,Used,4,37684,15378,15378,0.853,0.36,0,0.037,0.064,0.037,29.23,0,0,0,0,36,1.068,Non-Captive Finance Co.,Dealer,1.82,0,0,0,IN,6.9,130.2,8.13,0,0
2015,110,Prime,709,716,83.1,15,7,0,2,0,0,1,3.0,57487,4790.58,Part-time,6,3,10055,72,6.3,168.07,2590,0.2,5271.24,Luxury,Used,5,70630,12950,12950,0.776,0.407,0,0.035,0.078,0.035,29.75,0,0,1,0,12,1.185,Captive (OEM),Direct,0.0,1,0,0,IL,5.1,87.3,8.11,1,1
2019,70,Near Prime,642,659,34.7,10,17,1,3,3,1,0,,53680,4473.33,Self-employed,3,1,5000,72,7.98,87.62,1390,0.25,3826.37,Sedan,Used,6,71784,5562,5562,0.899,0.688,0,0.02,0.047,0.02,47.36,1,0,1,15,5,0.953,Fintech,Direct,0.0,0,1,1,CO,6.1,129.7,6.46,1,1
2017,88,Subprime,587,611,82.9,0,13,4,1,0,0,0,,42385,3532.08,Full-time Salaried,17,1,65462,60,17.26,1636.06,15043,0.2,60806.95,Luxury,New,0,0,75216,15043,0.87,4.042,1,0.463,0.99,0.463,49.75,4,2,0,15,7,0.724,Bank,Dealer,1.26,1,1,0,CA,2.9,109.1,5.38,0,0
2020,50,Near Prime,625,655,68.7,14,1,3,1,0,1,3,47.0,48623,4051.92,Self-employed,3,1,24289,60,9.8,513.68,231,0.01,9389.31,Sedan,Used,3,36657,23155,8420,1.049,1.115,1,0.127,0.413,0.127,45.94,0,0,0,90,27,1.036,Credit Union,Dealer,0.16,0,0,0,TX,5.9,118.3,4.02,1,1
2024,6,Deep Subprime,571,582,76.8,6,10,0,2,0,0,1,25.0,27206,2267.17,Part-time,1,1,8509,24,21.12,437.74,264,0.03,5290.06,Sedan,Used,6,53172,8809,8809,0.966,0.601,0,0.193,0.649,0.193,43.66,0,0,0,0,5,1.151,Non-Captive Finance Co.,Dealer,1.78,0,0,0,FL,8.0,105.8,8.46,0,0
2020,55,Prime,683,675,71.1,10,8,1,4,0,0,0,,73953,6162.75,Full-time Hourly,1,1,28240,84,11.69,493.84,6313,0.19,13296.08,SUV,Used,1,11221,33229,13368,0.85,0.995,0,0.08,0.242,0.08,37.37,0,0,0,0,13,1.115,Captive (OEM),Dealer,1.14,0,1,1,TX,3.6,105.0,3.23,0,0
2017,91,Near Prime,645,627,95.0,5,6,1,0,1,0,1,6.0,63545,5295.42,Contract/Gig,0,2,5161,36,11.54,170.29,2221,0.3,4483.22,Sedan,Used,10,82920,7406,7406,0.697,0.605,0,0.032,0.083,0.032,23.69,1,0,1,90,11,0.939,Captive (OEM),Dealer,0.07,0,0,0,TX,3.9,102.0,6.28,1,1
2020,56,Super Prime,784,809,100.0,11,9,0,0,0,0,0,,211438,17619.83,Full-time Hourly,3,3,17417,60,1.9,304.52,509,0.03,6577.57,Truck,Certified Pre-Owned,5,68015,16977,8488,1.026,0.775,0,0.017,0.054,0.017,31.46,0,2,3,0,5,1.171,Captive (OEM),Online,0.0,1,1,0,OH,4.0,132.1,3.98,0,0
2024,5,Super Prime,771,783,81.2,6,1,1,0,2,0,0,,172275,14356.25,Self-employed,3,2,62723,36,1.9,1793.81,1920,0.03,30186.22,SUV,New,0,0,64022,64022,0.98,0.471,0,0.125,0.34,0.125,40.04,0,0,1,60,3,0.858,Credit Union,Dealer,0.96,1,1,0,FL,5.3,119.1,4.64,0,0
2023,24,Super Prime,798,800,76.2,6,18,0,1,2,0,2,50.0,141996,11833.0,Part-time,0,1,5000,60,8.34,102.2,936,0.18,2513.6,Sedan,Used,12,158988,5202,5202,0.961,0.483,0,0.009,0.024,0.009,36.33,0,2,3,15,14,0.973,Bank,Direct,0.0,1,0,0,FL,8.4,127.7,3.32,0,0
2024,8,Super Prime,847,834,92.6,12,3,2,0,1,0,3,32.0,216502,18041.83,Self-employed,3,1,54968,72,9.7,1010.03,9036,0.14,40066.69,Electric,Used,1,8700,64544,64544,0.852,0.621,0,0.056,0.157,0.056,30.02,2,0,0,120,6,0.836,Credit Union,Dealer,0.68,0,0,0,PA,3.8,94.9,4.61,1,1
2016,108,Prime,705,724,75.2,12,7,3,2,1,0,2,63.0,108588,9049.0,Full-time Hourly,14,3,44254,60,6.07,856.99,16763,0.28,32962.81,SUV,Used,1,8400,59869,13763,0.739,2.395,1,0.095,0.283,0.095,33.41,0,0,0,0,18,0.912,Fintech,Direct,0.0,1,0,0,FL,3.5,131.7,4.99,0,0
2021,42,Subprime,593,603,95.5,6,16,3,0,0,0,0,,48906,4075.5,Part-time,2,2,22179,48,17.96,651.04,9290,0.29,10966.49,Truck,Certified Pre-Owned,4,41048,32035,12321,0.692,0.89,0,0.16,0.552,0.16,28.51,2,0,2,0,27,1.056,Bank,Dealer,1.53,0,0,0,MO,4.5,117.6,3.24,0,0
2020,56,Super Prime,792,793,93.5,11,14,2,1,0,0,0,,187510,15625.83,Full-time Salaried,1,1,63583,48,8.11,1555.53,26315,0.3,25341.12,Luxury,Used,2,22698,87719,27412,0.725,0.924,0,0.1,0.298,0.1,27.7,2,0,1,30,0,1.123,Non-Captive Finance Co.,Dealer,0.57,1,1,0,TX,6.7,116.0,7.19,0,0
2020,51,Super Prime,780,754,71.6,16,2,2,2,1,0,0,,264415,22034.58,Full-time Salaried,2,1,41264,36,3.57,1210.4,0,0.0,28823.67,SUV,New,0,0,37602,18048,1.097,1.597,1,0.055,0.182,0.055,43.63,3,0,0,0,23,1.19,Captive (OEM),Dealer,0.39,1,0,1,NC,7.9,88.2,3.14,1,1
2020,56,Subprime,595,574,100.0,16,4,1,0,1,0,1,28.0,37899,3158.25,Part-time,3,2,6878,84,15.96,136.45,956,0.13,3524.86,Coupe,Certified Pre-Owned,10,108080,7356,7356,0.935,0.479,0,0.043,0.099,0.043,29.77,0,0,1,0,24,1.008,Fintech,Direct,0.0,0,1,0,MN,6.8,120.6,6.51,0,0
2019,67,Subprime,598,608,86.8,12,18,0,1,1,0,0,,49871,4155.92,Full-time Salaried,13,1,38308,60,18.72,987.84,11258,0.24,21774.54,Truck,Used,2,25548,46911,12345,0.817,1.764,1,0.238,0.621,0.238,37.99,0,0,3,0,8,0.878,Non-Captive Finance Co.,Direct,0.0,1,0,0,TX,4.2,87.1,5.24,1,1
2020,53,Prime,674,688,64.5,7,7,0,2,3,0,0,,77610,6467.5,Full-time Hourly,7,3,7803,36,1.9,223.16,1926,0.19,5138.22,Truck,Used,9,108387,10139,10139,0.77,0.507,0,0.035,0.115,0.035,35.15,3,0,0,15,6,1.092,Bank,Dealer,0.33,1,1,0,CA,4.4,115.9,6.51,0,0
2022,29,Prime,663,646,98.7,4,3,2,0,0,0,3,33.0,59557,4963.08,Full-time Salaried,5,1,27183,60,6.27,528.94,9763,0.26,19594.36,Electric,New,0,0,37551,22530,0.724,0.87,0,0.107,0.187,0.107,26.39,0,1,1,15,2,0.85,Captive (OEM),Dealer,0.11,0,1,0,FL,6.0,127.7,3.79,1,1
2017,92,Near Prime,648,630,69.7,15,14,3,3,0,0,0,,45827,3818.92,Contract/Gig,0,1,11665,60,13.63,269.19,2062,0.16,7527.25,Luxury,Certified Pre-Owned,5,55965,12893,12893,0.905,0.584,0,0.07,0.148,0.07,39.04,0,2,0,60,35,1.16,Bank,Dealer,0.3,0,0,0,FL,7.2,123.4,6.17,1,1
2021,45,Prime,668,697,81.8,7,6,2,1,0,0,0,,78075,6506.25,Self-employed,2,1,18502,48,2.58,406.1,4697,0.2,8686.8,Coupe,Used,2,20344,23487,6908,0.788,1.257,1,0.062,0.11,0.062,31.58,1,0,0,60,0,1.166,Bank,Dealer,2.18,1,0,0,TX,8.2,128.3,3.49,0,0
2024,11,Subprime,596,622,75.7,14,9,0,3,0,0,1,58.0,47598,3966.5,Full-time Salaried,8,2,46421,60,12.26,1038.72,8266,0.15,40470.31,SUV,New,0,0,55110,55110,0.842,0.734,0,0.262,0.681,0.262,43.03,0,0,1,0,10,0.92,Bank,Dealer,0.2,0,0,0,MI,3.1,115.4,7.39,0,0
2024,3,Near Prime,658,640,78.4,12,14,4,0,3,0,0,,57559,4796.58,Full-time Hourly,2,2,10853,72,5.94,179.56,3184,0.24,9793.89,Truck,Certified Pre-Owned,8,97800,13270,13270,0.818,0.738,0,0.037,0.071,0.037,32.5,1,0,0,60,2,0.766,Captive (OEM),Direct,0.0,1,0,0,GA,4.0,127.7,7.37,0,0
2024,6,Prime,676,701,88.0,6,4,1,0,1,0,2,65.0,88967,7413.92,Retired,0,1,17741,72,3.61,274.42,6251,0.27,6562.63,Truck,Used,4,39372,23154,23154,0.766,0.283,0,0.037,0.11,0.037,28.06,0,1,0,0,3,0.885,Non-Captive Finance Co.,Dealer,0.29,0,0,0,PA,6.0,114.1,3.35,0,0
2016,104,Subprime,590,569,70.0,18,8,3,3,0,0,0,,38771,3230.92,Self-employed,8,1,33190,36,15.56,1159.66,6817,0.18,12569.06,SUV,Used,2,19484,37876,10236,0.876,1.228,1,0.359,0.868,0.359,49.64,4,1,0,0,34,0.799,Non-Captive Finance Co.,Dealer,1.06,1,0,0,CA,5.6,129.0,4.09,1,1
2016,104,Near Prime,655,645,71.4,11,17,3,1,2,0,0,,50173,4181.08,Part-time,8,2,7804,48,12.46,207.28,988,0.11,2366.1,Sedan,Certified Pre-Owned,7,63161,8986,8986,0.868,0.263,0,0.05,0.127,0.05,36.62,0,3,0,30,19,1.08,Non-Captive Finance Co.,Dealer,0.31,1,0,0,MI,5.4,96.0,5.92,0,0
2019,63,Prime,673,662,78.8,14,10,0,1,0,1,1,58.0,83191,6932.58,Retired,0,1,18988,48,3.83,427.29,403,0.02,15614.12,Luxury,Certified Pre-Owned,5,73540,20171,20171,0.941,0.774,0,0.062,0.172,0.062,37.07,0,0,2,0,6,0.778,Bank,Dealer,0.96,1,0,0,TX,6.7,107.9,3.72,1,1
2021,37,Prime,694,670,98.4,11,16,0,0,0,0,0,,97318,8109.83,Full-time Hourly,1,1,46569,84,10.58,787.13,14176,0.25,34368.09,SUV,New,0,0,56707,34591,0.821,0.994,0,0.097,0.312,0.097,28.99,0,1,0,90,18,0.989,Captive (OEM),Dealer,2.42,1,1,0,FL,7.0,108.8,4.56,0,0
2019,63,Super Prime,806,833,89.3,5,6,1,0,0,0,3,13.0,108977,9081.42,Retired,0,3,6189,36,5.22,186.1,2184,0.27,2241.66,Sedan,Used,7,80647,8092,8092,0.765,0.277,0,0.02,0.05,0.02,26.96,0,2,0,15,24,0.713,Credit Union,Dealer,1.47,0,0,0,GA,3.1,130.5,3.2,1,1
2019,65,Near Prime,644,629,78.1,7,14,0,0,3,0,2,68.0,66455,5537.92,Full-time Salaried,1,2,16463,84,11.56,286.76,2299,0.12,14686.19,Luxury,Used,6,82020,19160,19160,0.859,0.767,0,0.052,0.134,0.052,34.42,0,0,2,0,28,1.182,Captive (OEM),Dealer,1.15,0,0,0,TX,6.4,121.3,7.16,0,0
2019,65,Deep Subprime,506,518,76.4,0,2,0,1,0,1,0,,19770,1647.5,Part-time,2,1,21064,84,18.58,449.91,6163,0.22,16084.31,Sedan,New,0,0,28014,7003,0.752,2.297,1,0.273,0.445,0.273,40.56,0,1,0,0,36,0.929,Non-Captive Finance Co.,Dealer,1.37,1,0,0,TN,4.8,96.2,3.27,1,1
2020,60,Prime,696,677,69.1,11,6,0,2,2,0,0,,63847,5320.58,Contract/Gig,1,1,9413,60,3.42,170.9,596,0.06,8405.97,Coupe,Used,11,106711,9939,9939,0.947,0.846,0,0.032,0.102,0.032,38.96,2,1,3,15,28,0.847,Non-Captive Finance Co.,Direct,0.0,1,0,0,NY,5.2,94.5,8.47,1,1
2021,47,Prime,685,692,94.8,16,1,5,0,0,0,1,42.0,68610,5717.5,Full-time Salaried,1,1,5100,60,8.53,104.71,468,0.09,4172.15,Sedan,Certified Pre-Owned,9,112761,5202,5202,0.98,0.802,0,0.018,0.063,0.018,31.68,0,1,0,0,30,1.199,Non-Captive Finance Co.,Dealer,2.19,0,1,0,PA,4.5,91.5,6.21,0,0
2024,3,Prime,717,709,61.1,10,1,3,2,1,0,0,,68638,5719.83,Part-time,4,2,48061,36,7.21,1488.6,5793,0.11,35326.0,Electric,New,0,0,52670,52670,0.912,0.671,0,0.26,0.769,0.26,49.43,0,0,0,15,0,1.166,Credit Union,Dealer,0.64,0,0,1,PA,6.3,90.3,7.05,1,1
2018,78,Super Prime,763,777,52.8,11,12,2,4,0,0,0,,114039,9503.25,Self-employed,8,1,9939,72,5.38,161.82,2131,0.18,7469.52,Truck,Used,8,76536,11840,11840,0.839,0.631,0,0.017,0.048,0.017,40.01,2,1,1,0,30,0.759,Captive (OEM),Dealer,0.72,0,0,0,TX,8.0,129.7,4.16,0,0
2020,51,Deep Subprime,454,460,88.1,6,16,1,0,1,0,0,,26221,2185.08,Contract/Gig,0,1,34665,48,17.75,1013.76,12458,0.28,21649.64,SUV,Used,3,35655,44495,14588,0.779,1.484,1,0.464,0.99,0.464,45.5,1,0,0,0,13,0.764,Captive (OEM),Dealer,0.03,1,0,1,GA,6.1,127.9,5.97,1,1
2015,114,Super Prime,750,756,92.0,7,11,1,0,1,0,1,6.0,234959,19579.92,Part-time,1,1,40328,48,5.33,934.77,4075,0.1,20307.74,Truck,New,0,0,40756,8151,0.989,2.491,1,0.048,0.137,0.048,33.99,2,0,0,60,31,1.138,Credit Union,Dealer,1.93,0,1,0,IN,3.0,104.2,7.69,0,0
2024,5,Prime,717,741,100.0,13,12,2,0,0,0,0,,108840,9070.0,Full-time Salaried,2,1,14268,60,4.77,267.75,3267,0.19,7902.81,SUV,Used,5,67810,17197,17197,0.83,0.46,0,0.03,0.096,0.03,26.1,0,3,0,15,3,1.165,Bank,Online,0.0,0,0,0,IN,5.8,131.3,7.93,0,0
2023,14,Prime,702,685,76.4,6,18,1,2,0,0,0,,103149,8595.75,Retired,0,2,6057,60,10.28,129.53,2265,0.28,2197.47,SUV,Used,6,57324,8092,7357,0.749,0.299,0,0.015,0.049,0.015,30.15,3,0,0,0,11,0.823,Bank,Dealer,0.84,0,0,0,FL,5.7,85.3,7.22,0,0
2016,103,Prime,717,746,97.4,9,9,0,0,1,0,1,37.0,96313,8026.08,Full-time Salaried,3,1,20644,48,3.36,460.23,1996,0.09,14163.32,Van,Used,3,40500,22186,7650,0.93,1.851,1,0.057,0.128,0.057,30.96,0,0,0,120,23,0.978,Credit Union,Dealer,1.9,1,1,0,MO,2.8,128.9,3.46,0,0
2020,50,Prime,683,676,83.5,18,12,2,1,0,0,1,24.0,65918,5493.17,Self-employed,4,1,7056,72,10.26,131.65,205,0.03,2834.76,Truck,Used,11,102795,6839,6839,1.032,0.414,0,0.024,0.056,0.024,36.87,0,0,0,30,19,1.124,Credit Union,Direct,0.0,0,0,0,FL,8.1,122.6,6.34,1,1
2015,111,Near Prime,653,650,100.0,8,18,0,0,0,0,1,44.0,53932,4494.33,Contract/Gig,0,1,6162,48,10.12,156.64,326,0.05,4832.93,Truck,Certified Pre-Owned,12,141072,6530,6530,0.944,0.74,0,0.035,0.096,0.035,29.72,0,0,0,60,33,1.071,Credit Union,Dealer,1.35,1,0,0,CA,5.0,132.5,4.68,0,0
2015,115,Prime,699,714,86.9,4,14,2,1,0,0,0,,104800,8733.33,Retired,0,3,18431,84,7.88,286.17,4610,0.21,13988.27,Luxury,Certified Pre-Owned,6,87780,21955,21955,0.839,0.637,0,0.033,0.052,0.033,30.42,0,0,2,0,10,0.828,Bank,Dealer,1.75,0,0,0,OH,5.3,101.6,5.3,1,1
2021,37,Prime,690,716,95.8,10,7,1,0,0,0,1,31.0,72529,6044.08,Full-time Salaried,7,1,25177,48,8.71,623.07,6588,0.2,12087.99,Truck,New,0,0,32940,21081,0.764,0.573,0,0.103,0.253,0.103,28.3,3,0,3,30,27,1.074,Credit Union,Dealer,1.83,0,0,1,WI,3.2,131.6,6.46,0,0
2019,70,Prime,698,683,88.4,11,17,2,0,0,0,0,,104379,8698.25,Full-time Salaried,4,3,16416,36,6.74,504.93,2886,0.16,8992.49,Coupe,Certified Pre-Owned,2,23724,18039,5305,0.91,1.695,1,0.058,0.203,0.058,33.1,2,0,0,15,16,1.064,Fintech,Dealer,1.14,1,1,0,FL,5.1,129.9,4.99,0,0
2019,67,Prime,691,663,62.8,6,15,0,3,0,1,0,,87129,7260.75,Self-employed,5,3,7736,72,3.99,121.0,3394,0.3,4593.5,SUV,Certified Pre-Owned,9,101619,11314,11314,0.684,0.406,0,0.017,0.027,0.017,32.36,2,0,1,0,1,0.789,Credit Union,Dealer,2.09,1,0,0,TX,6.7,102.1,3.65,1,1
2018,83,Near Prime,638,645,86.6,20,8,1,1,0,0,3,54.0,62957,5246.42,Self-employed,2,1,7793,72,6.72,131.82,958,0.11,4721.12,Truck,Used,6,66840,8716,6226,0.894,0.758,0,0.025,0.061,0.025,31.84,3,0,0,60,30,1.127,Credit Union,Dealer,2.11,1,1,0,CO,7.8,87.2,5.22,0,0
2017,90,Prime,674,647,87.6,5,12,0,0,3,0,0,,65916,5493.0,Full-time Salaried,2,1,51056,60,3.37,925.83,8161,0.14,18710.77,Electric,Used,1,13595,58299,14574,0.876,1.284,1,0.169,0.446,0.169,36.76,1,0,0,0,26,1.007,Bank,Dealer,1.3,1,1,0,IN,5.2,113.0,3.83,0,0
2020,51,Subprime,609,636,99.5,14,16,0,0,2,0,2,67.0,50579,4214.92,Full-time Hourly,10,1,5445,60,18.71,140.38,691,0.12,3082.1,Coupe,Used,9,93051,5759,5759,0.945,0.535,0,0.033,0.059,0.033,29.82,4,0,0,30,11,1.097,Fintech,Dealer,2.42,0,1,0,AZ,3.4,124.2,3.44,0,0
2016,105,Subprime,581,557,68.3,9,12,0,2,3,0,1,46.0,47032,3919.33,Self-employed,7,2,8239,48,13.57,223.37,2234,0.22,7423.18,Truck,Certified Pre-Owned,7,65296,10159,10159,0.811,0.731,0,0.057,0.138,0.057,36.12,0,0,0,15,21,0.8,Bank,Direct,0.0,0,0,1,NY,7.4,114.4,7.17,1,1
2018,75,Super Prime,728,728,92.0,15,11,3,0,1,0,0,,107199,8933.25,Full-time Salaried,4,2,13500,36,2.51,389.69,3278,0.21,4716.4,Luxury,Used,7,57575,15614,15614,0.865,0.302,0,0.044,0.119,0.044,30.11,0,0,0,0,10,1.155,Fintech,Direct,0.0,1,0,1,TX,7.8,118.9,6.94,0,0
